article_id,manual_sentiment,manual_category
N000524,neutral,earnings
N000525,neutral,leadership
N000527,neutral,ma_ownership
N000528,neutral,earnings
N000529,neutral,earnings
N000530,neutral,leadership
N000532,neutral,leadership
N000533,neutral,earnings
N000534,neutral,earnings
N000535,neutral,earnings
N000536,neutral,earnings
N000537,neutral,earnings
N000538,neutral,earnings
N000539,neutral,other
N000541,neutral,debt_bond
N000542,neutral,other
N000543,neutral,earnings
N000544,neutral,earnings
N000545,neutral,market_industry
N000546,neutral,other
N000547,neutral,market_industry
N000549,neutral,earnings
N000550,neutral,earnings
N000551,neutral,capital_issuance
N000552,neutral,earnings
N000553,neutral,earnings
N000555,neutral,earnings
N000556,neutral,earnings
N000557,neutral,earnings
N000558,neutral,legal_regulatory
N000559,neutral,capital_issuance
N000561,neutral,other
N000562,neutral,earnings
N000563,neutral,earnings
N000564,neutral,earnings
N000565,neutral,leadership
N000567,neutral,capital_issuance
N000569,neutral,leadership
N000570,neutral,market_industry
N000571,neutral,earnings
N000572,neutral,earnings
N000573,neutral,earnings
N000574,neutral,other
N000575,neutral,earnings
N000576,neutral,earnings
N000577,neutral,earnings
N000578,neutral,earnings
N000579,neutral,earnings
N000580,neutral,leadership
N000581,neutral,ma_ownership
N000582,neutral,leadership
N000584,negative,earnings
N000585,neutral,dividend
N000586,neutral,earnings
N000587,neutral,earnings
N000589,neutral,legal_regulatory
N000591,neutral,earnings
N000592,neutral,earnings
N000593,neutral,earnings
N000594,neutral,leadership
N000595,negative,legal_regulatory
N000596,neutral,earnings
N000597,neutral,earnings
N000598,neutral,earnings
N000599,neutral,leadership
N000600,neutral,earnings
N000601,neutral,other
N000602,neutral,other
N000603,neutral,earnings
N000604,neutral,earnings
N000605,neutral,earnings
N000607,positive,earnings
N000608,neutral,other
N000610,neutral,leadership
N000611,neutral,other
N000612,neutral,other
N000614,neutral,earnings
N000615,neutral,earnings
N000616,neutral,earnings
N000617,neutral,earnings
N000619,positive,other
N000620,neutral,other
N000624,neutral,earnings
N000627,neutral,debt_bond
N000628,positive,ma_ownership
N000629,neutral,ma_ownership
N000631,neutral,other
N000632,neutral,leadership
N000635,neutral,earnings
N000636,neutral,earnings
N000637,neutral,earnings
N000638,neutral,earnings
N000639,neutral,leadership
N000640,neutral,other
N000641,neutral,earnings
N000642,neutral,earnings
N000643,neutral,earnings
N000645,neutral,other
N000646,neutral,ma_ownership
N000647,neutral,other
N000648,neutral,other
N000649,neutral,ma_ownership
N000650,neutral,leadership
N000651,neutral,ma_ownership
N000652,neutral,ma_ownership
N000653,neutral,ma_ownership
N000654,neutral,ma_ownership
N000655,neutral,ma_ownership
N000656,neutral,ma_ownership
N000657,neutral,debt_bond
N000658,neutral,ma_ownership
N000659,neutral,ma_ownership
N000660,neutral,market_industry
N000662,neutral,ma_ownership
N000663,neutral,other
N000664,neutral,ma_ownership
N000665,neutral,ma_ownership
N000666,neutral,leadership
N000667,neutral,leadership
N000668,neutral,leadership
N000669,neutral,ma_ownership
N000670,neutral,market_industry
N000671,neutral,earnings
N000672,neutral,leadership
N000673,neutral,market_industry
N000674,neutral,leadership
N000675,neutral,leadership
N000676,neutral,earnings
N000677,neutral,earnings
N000678,neutral,earnings
N000679,neutral,leadership
N000680,neutral,leadership
N000681,neutral,ma_ownership
N000682,neutral,leadership
N000683,neutral,earnings
N000684,neutral,earnings
N000685,neutral,market_industry
N000687,neutral,leadership
N000688,neutral,earnings
N000689,neutral,earnings
N000690,neutral,earnings
N000691,neutral,leadership
N000693,neutral,earnings
N000694,neutral,earnings
N000695,neutral,earnings
N000696,neutral,dividend
N000697,neutral,ma_ownership
N000699,neutral,leadership
N000700,neutral,leadership
N000701,negative,leadership
N000702,neutral,leadership
N000703,neutral,earnings
N000704,neutral,earnings
N000705,neutral,earnings
N000706,neutral,other
N000708,neutral,leadership
N000709,neutral,leadership
N000710,neutral,ma_ownership
N000711,neutral,ma_ownership
N000712,neutral,leadership
N000713,neutral,ma_ownership
N000714,neutral,debt_bond
N000716,neutral,ma_ownership
N000718,neutral,earnings
N000719,neutral,earnings
N000720,neutral,earnings
N000721,neutral,earnings
N000722,neutral,leadership
N000723,neutral,other
N000724,neutral,leadership
N000725,neutral,other
N000726,neutral,capital_issuance
N000727,neutral,market_industry
N000728,neutral,leadership
N000729,neutral,other
N000730,neutral,ma_ownership
N000731,neutral,ma_ownership
N000732,neutral,leadership
N000733,neutral,other
N000734,neutral,ma_ownership
N000736,neutral,leadership
N000738,neutral,leadership
N000739,neutral,earnings
N000740,neutral,earnings
N000741,neutral,leadership
N000742,neutral,other
N000743,neutral,other
N000744,neutral,leadership
N000745,neutral,ma_ownership
N000746,neutral,ma_ownership
N000748,neutral,leadership
N000749,neutral,leadership
N000751,neutral,leadership
N000752,negative,legal_regulatory
N000753,neutral,earnings
N000754,neutral,earnings
N000755,neutral,earnings
N000756,neutral,leadership
N000758,neutral,earnings
N000759,neutral,earnings
N000760,neutral,earnings
N000761,neutral,earnings
N000762,neutral,earnings
N000763,neutral,earnings
N000764,neutral,ma_ownership
N000765,neutral,leadership
N000766,neutral,earnings
N000767,neutral,earnings
N000768,neutral,earnings
N000770,neutral,earnings
N000771,neutral,earnings
N000772,neutral,earnings
N000773,neutral,earnings
N000774,neutral,leadership
N000775,neutral,leadership
N000776,neutral,leadership
N000777,neutral,ma_ownership
N000778,neutral,ma_ownership
N000780,neutral,leadership
N000781,neutral,leadership
N000782,neutral,leadership
N000783,neutral,leadership
N000784,neutral,earnings
N000785,neutral,earnings
N000786,neutral,earnings
N000787,neutral,leadership
N000788,neutral,leadership
N000789,neutral,ma_ownership
N000790,neutral,leadership
N000791,neutral,leadership
N000793,neutral,ma_ownership
N000794,neutral,market_industry
N000796,neutral,market_industry
N000797,neutral,ma_ownership
N000798,neutral,ma_ownership
N000799,positive,earnings
N000800,neutral,earnings
N000801,neutral,earnings
N000802,neutral,earnings
N000803,neutral,leadership
N000804,neutral,leadership
N000805,neutral,other
N000806,neutral,leadership
N000807,neutral,project_contract
N000808,neutral,other
N000809,neutral,leadership
N000810,neutral,leadership
N000811,neutral,earnings
N000812,neutral,earnings
N000813,neutral,earnings
N000814,neutral,earnings
N000815,neutral,earnings
N000816,neutral,leadership
N000817,neutral,earnings
N000818,neutral,earnings
N000819,neutral,earnings
N000820,neutral,earnings
N000821,neutral,other
N000822,neutral,other
N000824,neutral,leadership
N000825,neutral,leadership
N000826,neutral,leadership
N000827,neutral,debt_bond
N000828,neutral,earnings
N000829,neutral,earnings
N000830,neutral,earnings
N000831,neutral,earnings
N000833,neutral,leadership
N000834,neutral,other
N000835,neutral,leadership
N000836,neutral,leadership
N000837,negative,earnings
N000839,neutral,leadership
N000840,neutral,earnings
N000841,neutral,earnings
N000842,neutral,leadership
N000843,neutral,earnings
N000844,neutral,earnings
N000845,neutral,earnings
N000846,neutral,earnings
N000847,neutral,earnings
N000848,neutral,earnings
N000849,neutral,earnings
N000850,neutral,earnings
N000851,neutral,earnings
N000852,neutral,earnings
N000853,neutral,leadership
N000855,neutral,leadership
N000856,neutral,leadership
N000857,negative,earnings
N000858,neutral,earnings
N000859,neutral,earnings
N000860,neutral,earnings
N000861,neutral,earnings
N000862,neutral,leadership
N000863,neutral,leadership
N000864,neutral,leadership
N000865,neutral,leadership
N000866,neutral,leadership
N000867,neutral,earnings
N000868,neutral,earnings
N000869,neutral,earnings
N000870,neutral,earnings
N000871,neutral,leadership
N000872,neutral,leadership
N000873,neutral,leadership
N000874,neutral,leadership
N000875,neutral,ma_ownership
N000876,positive,market_industry
N000877,neutral,leadership
N000878,neutral,earnings
N000879,neutral,earnings
N000880,neutral,earnings
N000881,neutral,earnings
N000884,neutral,ma_ownership
N000885,neutral,earnings
N000886,neutral,earnings
N000887,neutral,earnings
N000888,neutral,leadership
N000889,neutral,leadership
N000891,neutral,ma_ownership
N000892,neutral,ma_ownership
N000893,neutral,other
N000894,neutral,earnings
N000897,neutral,leadership
N000898,neutral,earnings
N000899,neutral,earnings
N000900,neutral,earnings
N000901,neutral,other
N000903,neutral,leadership
N000904,neutral,leadership
N000905,neutral,earnings
N000906,neutral,earnings
N000907,neutral,earnings
N000908,neutral,leadership
N000909,neutral,other
N000912,neutral,ma_ownership
N000913,neutral,ma_ownership
N000914,neutral,leadership
N000915,positive,earnings
N000916,neutral,earnings
N000917,neutral,earnings
N000918,neutral,earnings
N000919,neutral,earnings
N000920,neutral,leadership
N000921,neutral,earnings
N000922,negative,earnings
N000923,neutral,leadership
N000924,neutral,leadership
N000925,neutral,other
N000926,neutral,earnings
N000927,neutral,earnings
N000928,neutral,earnings
N000929,neutral,market_industry
N000930,neutral,earnings
N000931,neutral,earnings
N000932,neutral,earnings
N000933,neutral,earnings
N000936,neutral,leadership
N000937,neutral,earnings
N000938,neutral,earnings
N000939,neutral,leadership
N000940,neutral,other
N000941,neutral,earnings
N000942,neutral,earnings
N000943,neutral,earnings
N000944,neutral,earnings
N000945,neutral,earnings
N000946,neutral,ma_ownership
N000947,neutral,other
N000948,neutral,earnings
N000949,neutral,earnings
N000950,neutral,earnings
N000951,neutral,leadership
N000952,neutral,earnings
N000953,neutral,earnings
N000954,neutral,earnings
N000955,neutral,earnings
N000956,neutral,leadership
N000957,neutral,earnings
N000958,neutral,leadership
N000959,neutral,earnings
N000960,neutral,earnings
N000961,neutral,earnings
N000962,neutral,leadership
N000963,neutral,earnings
N000964,neutral,leadership
N000965,neutral,earnings
N000966,neutral,earnings
N000967,neutral,earnings
N000968,neutral,leadership
N000969,neutral,earnings
N000970,neutral,earnings
N000971,neutral,earnings
N000972,neutral,earnings
N000973,neutral,earnings
N000974,neutral,earnings
N000975,neutral,leadership
N000976,neutral,earnings
N000977,neutral,earnings
N000979,neutral,leadership
N000980,neutral,leadership
N000981,neutral,other
N000982,neutral,leadership
N000983,neutral,leadership
N000984,neutral,leadership
N000986,neutral,ma_ownership
N000988,neutral,earnings
N000989,neutral,earnings
N000990,neutral,earnings
N000991,neutral,earnings
N000992,neutral,earnings
N000993,neutral,earnings
N000994,neutral,earnings
N000995,neutral,ma_ownership
N000996,neutral,leadership
N000997,neutral,leadership
N000998,neutral,earnings
N000999,neutral,earnings
N001000,neutral,leadership
N001002,neutral,earnings
N001003,neutral,leadership
N001004,neutral,earnings
N001005,neutral,earnings
N001006,neutral,earnings
N001007,neutral,leadership
N001009,neutral,leadership
N001010,neutral,leadership
N001011,neutral,earnings
N001012,neutral,earnings
N001013,neutral,earnings
N001014,neutral,earnings
N001015,neutral,earnings
N001016,neutral,leadership
N001017,neutral,earnings
N001018,neutral,leadership
N001019,positive,earnings
N001020,neutral,earnings
N001021,neutral,earnings
N001022,neutral,earnings
N001023,neutral,leadership
N001024,neutral,earnings
N001025,neutral,earnings
N001026,neutral,earnings
N001027,neutral,earnings
N001028,neutral,ma_ownership
N001029,neutral,earnings
N001030,neutral,earnings
N001031,neutral,earnings
N001032,neutral,earnings
N001033,neutral,debt_bond
N001035,neutral,ma_ownership
N001036,neutral,ma_ownership
N001037,neutral,earnings
N001038,neutral,earnings
N001039,neutral,earnings
N001040,neutral,capital_issuance
N001041,neutral,leadership
N001042,neutral,legal_regulatory
N001043,neutral,leadership
N001044,neutral,earnings
N001045,neutral,earnings
N001046,neutral,earnings
N001048,neutral,earnings
N001049,neutral,earnings
N001050,neutral,leadership
N001051,neutral,leadership
N001052,neutral,leadership
N001054,neutral,earnings
N001055,neutral,earnings
N001056,neutral,earnings
N001057,neutral,earnings
N001058,neutral,leadership
N001059,neutral,earnings
N001061,neutral,leadership
N001062,neutral,ma_ownership
N001063,neutral,leadership
N001064,neutral,leadership
N001065,neutral,earnings
N001066,neutral,earnings
N001067,neutral,earnings
N001068,neutral,ma_ownership
N001069,neutral,earnings
N001070,neutral,earnings
N001071,neutral,earnings
N001072,neutral,leadership
N001073,neutral,project_contract
N001074,neutral,leadership
N001075,neutral,leadership
N001076,neutral,leadership
N001077,neutral,leadership
N001078,neutral,leadership
N001079,neutral,earnings
N001080,neutral,earnings
N001081,neutral,earnings
N001082,neutral,earnings
N001083,neutral,leadership
N001084,neutral,ma_ownership
N001085,neutral,earnings
N001086,neutral,earnings
N001087,neutral,earnings
N001088,neutral,leadership
N001089,neutral,earnings
N001090,neutral,leadership
N001091,neutral,earnings
N001092,neutral,earnings
N001093,neutral,leadership
N001094,neutral,leadership
N001095,neutral,earnings
N001096,neutral,earnings
N001097,neutral,earnings
N001098,neutral,earnings
N001099,neutral,earnings
N001100,neutral,earnings
N001101,neutral,leadership
N001102,neutral,earnings
N001103,neutral,market_industry
N001104,positive,project_contract
N001105,neutral,earnings
N001106,neutral,earnings
N001107,neutral,earnings
N001108,neutral,leadership
N001109,neutral,earnings
N001110,neutral,earnings
N001112,neutral,leadership
N001114,neutral,other
N001115,neutral,earnings
N001116,neutral,earnings
N001117,neutral,earnings
N001118,neutral,earnings
N001119,neutral,earnings
N001120,neutral,leadership
N001121,neutral,leadership
N001125,neutral,ma_ownership
N001126,neutral,earnings
N001127,neutral,earnings
N001128,neutral,earnings
N001129,neutral,earnings
N001130,neutral,leadership
N001131,neutral,earnings
N001132,neutral,earnings
N001133,neutral,earnings
N001134,neutral,leadership
N001135,neutral,capital_issuance
N001136,neutral,other
N001137,neutral,earnings
N001138,neutral,earnings
N001139,neutral,ma_ownership
N001140,neutral,ma_ownership
N001141,neutral,earnings
N001142,neutral,ma_ownership
N001143,neutral,ma_ownership
N001144,neutral,market_industry
N001145,neutral,leadership
N001146,neutral,other
N001147,neutral,other
N001148,neutral,earnings
N001149,neutral,earnings
N001150,neutral,leadership
N001151,neutral,earnings
N001152,neutral,earnings
N001153,neutral,other
N001154,neutral,other
N001155,neutral,other
N001157,neutral,earnings
N001160,neutral,other
N001162,neutral,other
N001163,positive,earnings
N001164,positive,earnings
N001166,positive,earnings
N001169,neutral,other
N001172,neutral,other
N001173,neutral,other
N001175,neutral,other
N001176,neutral,other
N001177,neutral,capital_issuance
N001178,neutral,debt_bond
N001181,neutral,leadership
N001182,neutral,leadership
N001183,neutral,earnings
N001184,neutral,earnings
N001185,neutral,earnings
N001186,neutral,leadership
N001187,neutral,leadership
N001188,neutral,earnings
N001189,neutral,earnings
N001190,neutral,leadership
N001191,neutral,earnings
N001192,neutral,ma_ownership
N001194,neutral,earnings
N001195,neutral,earnings
N001196,neutral,earnings
N001197,neutral,ma_ownership
N001198,neutral,earnings
N001199,neutral,leadership
N001200,neutral,earnings
N001201,neutral,earnings
N001202,neutral,earnings
N001203,neutral,leadership
N001204,neutral,earnings
N001205,positive,market_industry
N001206,neutral,earnings
N001207,neutral,earnings
N001208,neutral,earnings
N001209,neutral,earnings
N001210,neutral,earnings
N001211,neutral,earnings
N001212,neutral,earnings
N001213,neutral,earnings
N001214,neutral,earnings
N001215,neutral,earnings
N001216,neutral,other
N001217,neutral,earnings
N001218,neutral,earnings
N001219,neutral,earnings
N001220,neutral,leadership
N001221,neutral,leadership
N001222,neutral,other
N001223,neutral,leadership
N001224,neutral,other
N001225,neutral,other
N001227,neutral,earnings
N001228,neutral,earnings
N001229,neutral,earnings
N001230,neutral,leadership
N001231,neutral,market_industry
N001232,neutral,ma_ownership
N001233,neutral,ma_ownership
N001234,neutral,earnings
N001235,neutral,earnings
N001237,neutral,leadership
N001239,neutral,leadership
N001241,neutral,leadership
N001242,neutral,earnings
N001243,neutral,earnings
N001244,neutral,earnings
N001246,neutral,ma_ownership
N001247,neutral,leadership
N001248,neutral,other
N001249,neutral,debt_bond
N001250,neutral,earnings
N001251,neutral,earnings
N001252,neutral,earnings
N001253,neutral,earnings
N001254,neutral,leadership
N001255,neutral,leadership
N001256,neutral,leadership
N001257,neutral,earnings
N001258,neutral,earnings
N001259,neutral,leadership
N001260,neutral,ma_ownership
N001261,neutral,earnings
N001262,neutral,earnings
N001263,neutral,earnings
N001264,neutral,capital_issuance
N001265,neutral,other
N001266,neutral,earnings
N001267,negative,earnings
N001268,neutral,other
N001269,neutral,ma_ownership
N001272,neutral,ma_ownership
N001273,neutral,leadership
N001274,neutral,other
N001275,neutral,other
N001277,neutral,leadership
N001278,neutral,other
N001279,neutral,leadership
N001281,neutral,market_industry
N001282,neutral,market_industry
N001283,neutral,debt_bond
N001284,neutral,ma_ownership
N001286,neutral,leadership
N001287,neutral,earnings
N001288,neutral,earnings
N001289,neutral,earnings
N001290,neutral,leadership
N001291,neutral,earnings
N001292,neutral,earnings
N001294,neutral,earnings
N001297,negative,earnings
N001298,neutral,market_industry
N001299,neutral,ma_ownership
N001300,neutral,leadership
N001301,positive,market_industry
N001302,neutral,other
N001303,neutral,other
N001304,neutral,earnings
N001305,neutral,leadership
N001306,neutral,leadership
N001307,neutral,earnings
N001308,neutral,ma_ownership
N001309,neutral,ma_ownership
N001310,neutral,project_contract
N001311,neutral,earnings
N001312,neutral,earnings
N001314,neutral,ma_ownership
N001317,neutral,leadership
N001318,neutral,leadership
N001320,neutral,ma_ownership
N001321,neutral,leadership
N001322,neutral,ma_ownership
N001323,neutral,ma_ownership
N001324,neutral,leadership
N001325,neutral,ma_ownership
N001326,neutral,earnings
N001327,neutral,ma_ownership
N001328,neutral,ma_ownership
N001329,neutral,ma_ownership
N001330,neutral,ma_ownership
N001331,neutral,leadership
N001332,neutral,leadership
N001333,neutral,leadership
N001334,neutral,leadership
N001336,neutral,capital_issuance
N001337,neutral,other
N001338,neutral,leadership
N001339,neutral,ma_ownership
N001340,negative,legal_regulatory
N001341,neutral,legal_regulatory
N001342,neutral,other
N001343,neutral,ma_ownership
N001344,neutral,other
N001346,neutral,leadership
N001347,neutral,leadership
N001349,neutral,ma_ownership
N001350,neutral,leadership
N001351,neutral,ma_ownership
N001353,neutral,project_contract
N001354,neutral,capital_issuance
N001355,neutral,debt_bond
N001356,neutral,other
N001357,neutral,leadership
N001358,neutral,leadership
N001359,neutral,other
N001360,neutral,other
N001361,neutral,leadership
N001362,neutral,leadership
N001364,neutral,leadership
N001365,neutral,other
N001366,neutral,leadership
N001367,neutral,other
N001369,neutral,ma_ownership
N001370,neutral,ma_ownership
N001371,neutral,ma_ownership
N001372,neutral,ma_ownership
N001373,neutral,market_industry
N001374,neutral,leadership
N001377,neutral,leadership
N001378,neutral,other
N001379,neutral,leadership
N001381,neutral,ma_ownership
N001382,neutral,leadership
N001383,neutral,ma_ownership
N001384,neutral,other
N001385,neutral,leadership
N001386,neutral,leadership
N001387,neutral,leadership
N001388,neutral,ma_ownership
N001389,neutral,leadership
N001391,neutral,earnings
N001392,neutral,earnings
N001393,neutral,leadership
N001394,neutral,leadership
N001395,neutral,earnings
N001396,neutral,leadership
N001397,neutral,other
N001398,neutral,ma_ownership
N001399,neutral,ma_ownership
N001400,neutral,ma_ownership
N001401,neutral,ma_ownership
N001402,neutral,ma_ownership
N001403,neutral,other
N001404,neutral,leadership
N001405,neutral,leadership
N001406,neutral,leadership
N001408,neutral,ma_ownership
N001409,positive,market_industry
N001410,neutral,other
N001411,neutral,capital_issuance
N001412,neutral,capital_issuance
N001413,neutral,capital_issuance
N001414,neutral,capital_issuance
N001415,neutral,capital_issuance
N001416,neutral,capital_issuance
N001418,neutral,debt_bond
N001419,neutral,leadership
N001420,neutral,project_contract
N001422,neutral,other
N001423,neutral,leadership
N001424,neutral,ma_ownership
N001425,neutral,leadership
N001426,neutral,project_contract
N001427,neutral,leadership
N001428,neutral,leadership
N001431,neutral,capital_issuance
N001432,neutral,ma_ownership
N001434,neutral,market_industry
N001435,neutral,ma_ownership
N001436,neutral,market_industry
N001437,neutral,leadership
N001438,neutral,ma_ownership
N001439,neutral,leadership
N001440,neutral,other
N001441,neutral,market_industry
N001442,neutral,ma_ownership
N001443,neutral,ma_ownership
N001444,neutral,other
N001445,neutral,leadership
N001447,positive,project_contract
N001448,neutral,other
N001449,neutral,leadership
N001450,neutral,leadership
N001451,neutral,other
N001452,neutral,leadership
N001453,neutral,leadership
N001454,neutral,leadership
N001455,neutral,leadership
N001456,neutral,project_contract
N001457,neutral,ma_ownership
N001458,neutral,ma_ownership
N001459,neutral,ma_ownership
N001460,neutral,ma_ownership
N001461,neutral,market_industry
N001462,neutral,capital_issuance
N001463,neutral,capital_issuance
N001464,neutral,leadership
N001467,positive,earnings
N001468,neutral,leadership
N001469,neutral,dividend
N001470,neutral,other
N001471,neutral,ma_ownership
N001472,neutral,project_contract
N001473,positive,other
N001474,neutral,other
N001476,neutral,leadership
N001477,neutral,leadership
N001479,neutral,other
N001481,neutral,earnings
N001482,neutral,earnings
N001483,neutral,leadership
N001484,neutral,leadership
N001486,neutral,leadership
N001487,neutral,debt_bond
N001488,neutral,market_industry
N001489,neutral,market_industry
N001490,neutral,leadership
N001491,neutral,leadership
N001492,neutral,ma_ownership
N001493,neutral,ma_ownership
N001494,neutral,ma_ownership
N001495,neutral,market_industry
N001496,neutral,leadership
N001497,neutral,ma_ownership
N001498,neutral,leadership
N001499,neutral,ma_ownership
N001500,neutral,ma_ownership
N001501,neutral,ma_ownership
N001502,neutral,ma_ownership
N001503,neutral,other
N001504,neutral,leadership
N001505,neutral,earnings
N001506,neutral,earnings
N001507,neutral,earnings
N001508,neutral,other
N001509,neutral,other
N001511,neutral,leadership
N001512,neutral,market_industry
N001513,neutral,leadership
N001514,neutral,leadership
N001515,neutral,debt_bond
N001516,neutral,ma_ownership
N001517,neutral,leadership
N001519,neutral,leadership
N001520,neutral,leadership
N001521,neutral,leadership
N001522,neutral,leadership
N001523,neutral,leadership
N001524,neutral,other
N001525,neutral,other
N001526,neutral,other
N001527,neutral,other
N001528,neutral,ma_ownership
N001529,neutral,ma_ownership
N001530,neutral,other
N001531,neutral,earnings
N001532,neutral,earnings
N001533,neutral,leadership
N001534,neutral,leadership
N001535,neutral,dividend
N001536,neutral,dividend
N001537,neutral,dividend
N001538,neutral,other
N001539,neutral,debt_bond
N001540,neutral,leadership
N001541,neutral,other
N001542,neutral,capital_issuance
N001543,neutral,capital_issuance
N001544,neutral,project_contract
N001545,neutral,other
N001546,neutral,other
N001547,neutral,earnings
N001548,neutral,leadership
N001549,neutral,leadership
N001550,neutral,ma_ownership
N001551,neutral,earnings
N001552,neutral,ma_ownership
N001553,neutral,ma_ownership
N001554,neutral,ma_ownership
N001555,neutral,leadership
N001556,neutral,ma_ownership
N001557,neutral,ma_ownership
N001558,neutral,market_industry
N001559,neutral,leadership
N001560,neutral,leadership
N001561,neutral,other
N001562,neutral,leadership
N001563,neutral,market_industry
N001564,neutral,ma_ownership
N001565,neutral,ma_ownership
N001566,neutral,other
N001567,neutral,leadership
N001569,neutral,ma_ownership
N001570,neutral,ma_ownership
N001571,neutral,ma_ownership
N001572,neutral,ma_ownership
N001573,neutral,ma_ownership
N001574,neutral,ma_ownership
N001575,neutral,ma_ownership
N001576,neutral,debt_bond
N001577,neutral,leadership
N001580,neutral,other
N001581,neutral,ma_ownership
N001582,neutral,capital_issuance
N001583,neutral,ma_ownership
N001586,neutral,dividend
N001587,neutral,dividend
N001588,neutral,other
N001589,neutral,leadership
N001590,neutral,ma_ownership
N001591,neutral,market_industry
N001592,neutral,capital_issuance
N001593,neutral,ma_ownership
N001594,neutral,ma_ownership
N001595,neutral,other
N001596,neutral,ma_ownership
N001597,neutral,ma_ownership
N001598,neutral,other
N001599,neutral,ma_ownership
N001600,neutral,leadership
N001601,neutral,other
N001603,neutral,leadership
N001604,neutral,ma_ownership
N001606,neutral,leadership
N001607,neutral,earnings
N001608,neutral,other
N001609,neutral,leadership
N001610,neutral,leadership
N001611,neutral,dividend
N001612,neutral,leadership
N001613,neutral,ma_ownership
N001614,neutral,market_industry
N001617,neutral,ma_ownership
N001618,neutral,other
N001620,neutral,other
N001621,neutral,leadership
N001622,neutral,other
N001623,neutral,leadership
N001624,neutral,ma_ownership
N001625,neutral,ma_ownership
N001627,neutral,leadership
N001628,neutral,ma_ownership
N001629,neutral,ma_ownership
N001631,neutral,ma_ownership
N001633,neutral,leadership
N001634,neutral,ma_ownership
N001635,neutral,leadership
N001636,neutral,ma_ownership
N001637,neutral,leadership
N001638,neutral,capital_issuance
N001639,neutral,leadership
N001640,neutral,earnings
N001641,neutral,leadership
N001642,neutral,leadership
N001643,neutral,earnings
N001644,neutral,ma_ownership
N001645,neutral,dividend
N001646,neutral,leadership
N001647,neutral,leadership
N001648,neutral,dividend
N001649,neutral,leadership
N001650,neutral,leadership
N001651,neutral,debt_bond
N001652,neutral,leadership
N001653,neutral,other
N001655,neutral,other
N001656,neutral,market_industry
N001657,neutral,other
N001658,neutral,leadership
N001659,neutral,other
N001660,neutral,leadership
N001661,neutral,leadership
N001662,neutral,leadership
N001663,neutral,other
N001664,neutral,ma_ownership
N001665,neutral,leadership
N001666,neutral,market_industry
N001667,neutral,earnings
N001668,neutral,market_industry
N001669,neutral,leadership
N001670,neutral,leadership
N001671,neutral,other
N001672,neutral,market_industry
N001673,neutral,capital_issuance
N001674,neutral,leadership
N001675,neutral,ma_ownership
N001676,neutral,ma_ownership
N001677,neutral,market_industry
N001678,neutral,leadership
N001679,neutral,capital_issuance
N001680,neutral,leadership
N001681,neutral,leadership
N001682,neutral,capital_issuance
N001683,neutral,other
N001684,neutral,earnings
N001685,neutral,earnings
N001686,neutral,leadership
N001687,neutral,market_industry
N001688,neutral,leadership
N001689,neutral,ma_ownership
N001690,neutral,capital_issuance
N001691,neutral,legal_regulatory
N001693,neutral,leadership
N001694,neutral,ma_ownership
N001695,neutral,capital_issuance
N001696,neutral,ma_ownership
N001697,neutral,other
N001698,neutral,market_industry
N001699,neutral,market_industry
N001700,neutral,leadership
N001701,neutral,leadership
N001702,neutral,leadership
N001703,neutral,leadership
N001705,neutral,leadership
N001706,neutral,leadership
N001708,neutral,ma_ownership
N001709,neutral,leadership
N001710,neutral,leadership
N001711,neutral,leadership
N001714,neutral,ma_ownership
N001715,neutral,ma_ownership
N001716,neutral,market_industry
N001717,neutral,ma_ownership
N001718,neutral,leadership
N001719,neutral,market_industry
N001720,neutral,ma_ownership
N001721,neutral,ma_ownership
N001723,neutral,leadership
N001724,neutral,leadership
N001725,neutral,ma_ownership
N001726,neutral,ma_ownership
N001727,neutral,leadership
N001728,neutral,ma_ownership
N001730,neutral,market_industry
N001731,neutral,other
N001732,neutral,leadership
N001733,neutral,earnings
N001734,neutral,earnings
N001735,neutral,leadership
N001736,neutral,leadership
N001737,neutral,market_industry
N001738,neutral,leadership
N001739,neutral,leadership
N001740,neutral,leadership
N001741,neutral,leadership
N001742,neutral,other
N001744,neutral,project_contract
N001745,neutral,leadership
N001746,neutral,earnings
N001748,neutral,earnings
N001749,neutral,leadership
N001750,neutral,dividend
N001751,neutral,ma_ownership
N001752,neutral,market_industry
N001753,neutral,ma_ownership
N001754,neutral,ma_ownership
N001755,neutral,ma_ownership
N001756,neutral,ma_ownership
N001758,neutral,ma_ownership
N001759,neutral,ma_ownership
N001760,neutral,capital_issuance
N001761,neutral,ma_ownership
N001763,neutral,leadership
N001764,neutral,other
N001765,neutral,leadership
N001766,neutral,leadership
N001767,neutral,leadership
N001768,neutral,other
N001770,neutral,leadership
N001771,neutral,other
N001772,neutral,earnings
N001773,neutral,leadership
N001774,neutral,leadership
N001775,neutral,ma_ownership
N001776,neutral,leadership
N001777,neutral,ma_ownership
N001778,neutral,leadership
N001779,neutral,leadership
N001780,neutral,market_industry
N001781,neutral,market_industry
N001782,neutral,leadership
N001783,neutral,leadership
N001784,neutral,other
N001785,neutral,leadership
N001786,neutral,earnings
N001787,neutral,earnings
N001788,neutral,earnings
N001789,neutral,leadership
N001790,neutral,leadership
N001791,neutral,leadership
N001792,neutral,leadership
N001793,neutral,market_industry
N001794,neutral,leadership
N001795,neutral,other
N001797,neutral,ma_ownership
N001798,neutral,ma_ownership
