snapshot_id,article_id,published_date,event_trading_date,category,general_sentiment,n_mapped_tickers,target_count,num_nodes,num_node_features,num_edges,num_edges_price_correlation,num_edges_parent_to_subsidiary,num_edges_subsidiary_to_parent,num_edges_same_group,num_edges_same_industry,num_edges_news_co_mention,label_horizon,lookback_returns,corr_lookback
14163,N026252,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14164,N026253,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14165,N026254,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14166,N026255,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14167,N026256,2024-01-31,2024-01-31,earnings,0.3333333333333333,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14168,N026257,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14169,N026258,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14170,N026259,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14171,N026260,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14172,N026261,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14173,N026262,2024-01-31,2024-01-31,earnings,0.3333333333333333,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14174,N026263,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14175,N026264,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14176,N026265,2024-01-31,2024-01-31,leadership,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14177,N026266,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14178,N026267,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14179,N026268,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14180,N026269,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14181,N026270,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14182,N026271,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14183,N026272,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14184,N026273,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14185,N026274,2024-01-31,2024-01-31,ma_ownership,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14186,N026275,2024-01-31,2024-01-31,earnings,-0.3333333333333333,3,3,118,59,12844,11440,3,3,50,1342,6,5,20,252
14187,N026276,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14188,N026277,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14189,N026278,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14190,N026279,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14191,N026280,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14192,N026281,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14193,N026282,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14194,N026283,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14195,N026284,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14196,N026285,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14197,N026286,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14198,N026287,2024-01-31,2024-01-31,debt_bond,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14199,N026288,2024-01-31,2024-01-31,earnings,0.3333333333333333,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14200,N026289,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14201,N026290,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14202,N026291,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14203,N026292,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14204,N026293,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14205,N026294,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14206,N026295,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14207,N026296,2024-01-31,2024-01-31,earnings,0.3333333333333333,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14208,N026297,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14209,N026298,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14210,N026299,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14211,N026300,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14212,N026301,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14213,N026302,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14214,N026303,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14215,N026304,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14216,N026305,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14217,N026306,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14218,N026307,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14219,N026308,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14220,N026309,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14221,N026310,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14222,N026311,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14223,N026312,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14224,N026313,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14225,N026314,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14226,N026315,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14227,N026316,2024-01-31,2024-01-31,earnings,-0.3333333333333333,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14228,N026317,2024-01-31,2024-01-31,earnings,0.3333333333333333,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14229,N026318,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14230,N026319,2024-01-31,2024-01-31,project_contract,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14231,N026320,2024-01-31,2024-01-31,other,0.6666666666666666,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14232,N026321,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14233,N026322,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14234,N026323,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14235,N026324,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14236,N026325,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14237,N026326,2024-01-31,2024-01-31,earnings,-0.3333333333333333,3,3,118,59,12844,11440,3,3,50,1342,6,5,20,252
14238,N026327,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14239,N026328,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14240,N026329,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14241,N026330,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14242,N026331,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14243,N026332,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14244,N026333,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14245,N026334,2024-01-31,2024-01-31,earnings,0.6666666666666666,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14246,N026335,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14247,N026336,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14248,N026337,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14249,N026338,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14250,N026339,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14251,N026340,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14252,N026341,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14253,N026342,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14254,N026343,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14255,N026344,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14256,N026345,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14257,N026346,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14258,N026347,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14259,N026348,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14260,N026349,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14261,N026350,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14262,N026351,2024-01-31,2024-01-31,earnings,0.6666666666666666,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14263,N026352,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14264,N026353,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14265,N026354,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14266,N026355,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14267,N026356,2024-01-31,2024-01-31,earnings,0.6666666666666666,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14268,N026357,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14269,N026358,2024-01-31,2024-01-31,earnings,0.3333333333333333,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14270,N026359,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14271,N026360,2024-01-31,2024-01-31,leadership,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14272,N026361,2024-01-31,2024-01-31,other,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14273,N026362,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14274,N026363,2024-01-31,2024-01-31,earnings,0.0,1,1,118,59,12838,11440,3,3,50,1342,0,5,20,252
14275,N026364,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14276,N026365,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14277,N026366,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14278,N026367,2024-02-01,2024-02-01,earnings,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14279,N026368,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14280,N026369,2024-02-01,2024-02-01,capital_issuance,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14281,N026370,2024-02-01,2024-02-01,leadership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14282,N026371,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14283,N026372,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14284,N026373,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14285,N026374,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14286,N026375,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14287,N026376,2024-02-01,2024-02-01,leadership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14288,N026377,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14289,N026378,2024-02-01,2024-02-01,leadership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14290,N026379,2024-02-01,2024-02-01,leadership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14291,N026380,2024-02-01,2024-02-01,earnings,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14292,N026381,2024-02-01,2024-02-01,earnings,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14293,N026382,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14294,N026383,2024-02-01,2024-02-01,ma_ownership,0.0,2,2,118,59,12816,11416,3,3,50,1342,2,5,20,252
14295,N026384,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14296,N026385,2024-02-01,2024-02-01,capital_issuance,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14297,N026386,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14298,N026387,2024-02-01,2024-02-01,capital_issuance,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14299,N026388,2024-02-01,2024-02-01,earnings,0.3333333333333333,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14300,N026389,2024-02-01,2024-02-01,earnings,0.3333333333333333,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14301,N026390,2024-02-01,2024-02-01,ma_ownership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14302,N026391,2024-02-01,2024-02-01,earnings,0.0,2,2,118,59,12816,11416,3,3,50,1342,2,5,20,252
14303,N026392,2024-02-01,2024-02-01,leadership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14304,N026393,2024-02-01,2024-02-01,earnings,0.6666666666666666,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14305,N026394,2024-02-01,2024-02-01,ma_ownership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14306,N026395,2024-02-01,2024-02-01,leadership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14307,N026396,2024-02-01,2024-02-01,leadership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14308,N026397,2024-02-01,2024-02-01,ma_ownership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14309,N026398,2024-02-01,2024-02-01,leadership,-0.3333333333333333,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14310,N026399,2024-02-01,2024-02-01,earnings,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14311,N026400,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14312,N026401,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14313,N026402,2024-02-01,2024-02-01,earnings,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14314,N026403,2024-02-01,2024-02-01,earnings,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14315,N026404,2024-02-01,2024-02-01,earnings,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14316,N026405,2024-02-01,2024-02-01,earnings,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14317,N026406,2024-02-01,2024-02-01,capital_issuance,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14318,N026407,2024-02-01,2024-02-01,ma_ownership,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14319,N026408,2024-02-01,2024-02-01,capital_issuance,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14320,N026409,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14321,N026410,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14322,N026411,2024-02-01,2024-02-01,capital_issuance,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14323,N026412,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14324,N026413,2024-02-01,2024-02-01,capital_issuance,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14325,N026414,2024-02-01,2024-02-01,other,0.0,1,1,118,59,12814,11416,3,3,50,1342,0,5,20,252
14326,N026415,2024-02-02,2024-02-02,leadership,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14327,N026416,2024-02-02,2024-02-02,leadership,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14328,N026417,2024-02-02,2024-02-02,leadership,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14329,N026418,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14330,N026419,2024-02-02,2024-02-02,legal_regulatory,-0.6666666666666666,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14331,N026420,2024-02-02,2024-02-02,leadership,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14332,N026421,2024-02-02,2024-02-02,earnings,0.3333333333333333,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14333,N026422,2024-02-02,2024-02-02,earnings,0.3333333333333333,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14334,N026423,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14335,N026424,2024-02-02,2024-02-02,earnings,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14336,N026425,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14337,N026426,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14338,N026427,2024-02-02,2024-02-02,capital_issuance,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14339,N026428,2024-02-02,2024-02-02,earnings,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14340,N026429,2024-02-02,2024-02-02,debt_bond,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14341,N026430,2024-02-02,2024-02-02,debt_bond,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14342,N026431,2024-02-02,2024-02-02,ma_ownership,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14343,N026432,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14344,N026433,2024-02-02,2024-02-02,ma_ownership,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14345,N026434,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14346,N026435,2024-02-02,2024-02-02,leadership,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14347,N026436,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14348,N026437,2024-02-02,2024-02-02,other,0.6666666666666666,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14349,N026438,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14350,N026439,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14351,N026440,2024-02-02,2024-02-02,debt_bond,-0.3333333333333333,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14352,N026441,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14353,N026442,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14354,N026443,2024-02-02,2024-02-02,leadership,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14355,N026444,2024-02-02,2024-02-02,other,0.0,1,1,118,59,12844,11446,3,3,50,1342,0,5,20,252
14356,N026445,2024-02-04,2024-02-05,market_industry,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14357,N026446,2024-02-04,2024-02-05,market_industry,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14358,N026447,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14359,N026448,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14360,N026449,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14361,N026450,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14362,N026451,2024-02-05,2024-02-05,earnings,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14363,N026452,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14364,N026453,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14365,N026454,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14366,N026455,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14367,N026456,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14368,N026457,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14369,N026458,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14370,N026459,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14371,N026460,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14372,N026461,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14373,N026462,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14374,N026463,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14375,N026464,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14376,N026465,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14377,N026466,2024-02-05,2024-02-05,debt_bond,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14378,N026467,2024-02-05,2024-02-05,capital_issuance,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14379,N026468,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14380,N026469,2024-02-05,2024-02-05,other,0.6666666666666666,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14381,N026470,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14382,N026471,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14383,N026472,2024-02-05,2024-02-05,capital_issuance,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14384,N026473,2024-02-05,2024-02-05,other,0.0,3,3,118,59,12834,11430,3,3,50,1342,6,5,20,252
14385,N026474,2024-02-05,2024-02-05,ma_ownership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14386,N026475,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14387,N026476,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14388,N026477,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14389,N026478,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14390,N026479,2024-02-05,2024-02-05,other,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14391,N026480,2024-02-05,2024-02-05,capital_issuance,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
14392,N026481,2024-02-05,2024-02-05,leadership,0.0,1,1,118,59,12828,11430,3,3,50,1342,0,5,20,252
